asu_id,first_name,last_name,email,student_salary_monthly,total_student_debt,interest_rate,repayment_period_years,monthly_emi,loan_start_date,payments_made,remaining_balance,years_remaining,annual_salary,monthly_salary_gross,monthly_salary_net,debt_to_income_ratio,repayment_status,retirement_contribution_pct,monthly_401k_contribution
ASU00000453,Emily,Martinez,employee453@asu.edu,800.0,30700,4.99,10,325.47,2021-05-02,53,19487.56,5.6,51000,4250.0,3187.5,10.21,Moderate Burden,4.8,204.0
ASU00000454,Emily,Rodriguez,employee454@asu.edu,1200.0,62900,4.99,15,497.08,2016-01-24,118,24773.96,5.2,52000,4333.33,3250.0,15.29,High Burden,3.6,156.0
ASU00000455,Christopher,Johnson,employee455@asu.edu,800.0,30000,6.08,10,334.27,2019-12-29,70,14790.72,4.2,48000,4000.0,3000.0,11.14,Moderate Burden,9.4,376.0
ASU00000456,Michael,Davis,employee456@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,40000,3333.33,2500.0,0.0,No Debt,12.5,416.67
ASU00000457,Emily,Davis,employee457@asu.edu,1200.0,59200,5.28,10,636.04,2018-06-10,89,22405.09,2.6,53000,4416.67,3312.5,19.2,High Burden,4.3,189.92
ASU00000458,Jessica,Miller,employee458@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,70000,5833.33,4375.0,0.0,No Debt,11.6,676.67
ASU00000459,James,Davis,employee459@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,10.7,463.67
ASU00000460,James,Moore,employee460@asu.edu,800.0,62400,4.99,10,661.54,2021-10-14,48,41759.95,6.0,44000,3666.67,2750.0,24.06,High Burden,4.5,165.0
ASU00000461,Jane,Williams,employee461@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,44000,3666.67,2750.0,0.0,No Debt,10.4,381.33
ASU00000462,David,Thomas,employee462@asu.edu,1000.0,30000,5.28,10,322.32,2018-06-08,89,11353.79,2.6,35000,2916.67,2187.5,14.73,Moderate Burden,3.4,99.17
ASU00000463,Jennifer,Garcia,employee463@asu.edu,1000.0,30000,6.54,15,261.99,2021-01-14,57,20293.27,10.2,35000,2916.67,2187.5,11.98,Moderate Burden,3.4,99.17
ASU00000464,John,Smith,employee464@asu.edu,800.0,30000,4.99,10,318.05,2023-09-25,24,25038.42,8.0,60000,5000.0,3750.0,8.48,Moderate Burden,6.0,300.0
ASU00000465,Lisa,Miller,employee465@asu.edu,800.0,66600,7.05,15,600.48,2021-06-26,52,46303.78,10.7,70000,5833.33,4375.0,13.73,Moderate Burden,9.5,554.17
ASU00000466,Matthew,Jackson,employee466@asu.edu,800.0,47100,5.28,15,379.37,2016-07-10,112,19481.86,5.7,48000,4000.0,3000.0,12.65,Moderate Burden,5.0,200.0
ASU00000467,Amanda,Jackson,employee467@asu.edu,800.0,58100,5.28,15,467.97,2015-12-10,119,21902.52,5.1,35000,2916.67,2187.5,21.39,High Burden,1.4,40.83
ASU00000468,John,Smith,employee468@asu.edu,800.0,30000,6.08,15,254.46,2023-06-19,28,25368.83,12.7,88000,7333.33,5500.0,4.63,Manageable,10.2,748.0
ASU00000469,David,Rodriguez,employee469@asu.edu,800.0,31500,5.28,10,338.43,2021-03-27,55,19401.13,5.4,56000,4666.67,3500.0,9.67,Moderate Burden,6.5,303.33
ASU00000470,Lisa,Smith,employee470@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,9.0,262.5
ASU00000471,Christopher,Smith,employee471@asu.edu,800.0,30000,6.54,15,261.99,2023-11-13,23,26083.25,13.1,111000,9250.0,6937.5,3.78,Manageable,9.4,869.5
ASU00000472,Amanda,Jackson,employee472@asu.edu,800.0,30000,4.99,10,318.05,2019-09-24,73,14908.53,3.9,35000,2916.67,2187.5,14.54,Moderate Burden,5.1,148.75
ASU00000473,Michael,Miller,employee473@asu.edu,800.0,65300,5.5,10,708.68,2021-07-08,51,41807.26,5.8,47000,3916.67,2937.5,24.13,High Burden,3.4,133.17
ASU00000474,Sarah,Johnson,employee474@asu.edu,1000.0,30000,4.99,10,318.05,2023-07-27,26,24624.96,7.8,38000,3166.67,2375.0,13.39,Moderate Burden,3.1,98.17
ASU00000475,Michael,Moore,employee475@asu.edu,800.0,30000,6.08,10,334.27,2020-12-16,58,17398.02,5.2,50000,4166.67,3125.0,10.7,Moderate Burden,7.5,312.5
ASU00000476,Amanda,Jones,employee476@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,38000,3166.67,2375.0,0.0,No Debt,9.2,291.33
ASU00000477,John,Davis,employee477@asu.edu,1000.0,47600,5.28,15,383.4,2019-11-29,71,29906.09,9.1,45000,3750.0,2812.5,13.63,Moderate Burden,5.1,191.25
ASU00000478,Amanda,Davis,employee478@asu.edu,800.0,52900,6.08,10,589.43,2021-06-02,52,32977.27,5.7,59000,4916.67,3687.5,15.98,High Burden,2.9,142.58
ASU00000479,John,Williams,employee479@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,67000,5583.33,4187.5,0.0,No Debt,8.9,496.92
ASU00000480,Lisa,Miller,employee480@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,36000,3000.0,2250.0,0.0,No Debt,6.6,198.0
ASU00000481,Lisa,Williams,employee481@asu.edu,1200.0,40100,5.5,15,327.65,2020-08-05,62,26895.7,9.8,42000,3500.0,2625.0,12.48,Moderate Burden,3.2,112.0
ASU00000482,Jennifer,Garcia,employee482@asu.edu,1000.0,30000,4.99,15,237.08,2019-02-12,80,17671.84,8.3,35000,2916.67,2187.5,10.84,Moderate Burden,6.2,180.83
ASU00000483,Christopher,Garcia,employee483@asu.edu,800.0,30000,7.05,10,349.1,2019-09-19,73,13435.2,3.9,68000,5666.67,4250.0,8.21,Moderate Burden,6.2,351.33
ASU00000484,Jennifer,Williams,employee484@asu.edu,1000.0,30000,5.28,10,322.32,2021-02-25,56,18267.55,5.3,45000,3750.0,2812.5,11.46,Moderate Burden,6.8,255.0
ASU00000485,David,Miller,employee485@asu.edu,800.0,71800,6.08,15,609.0,2022-05-23,41,55570.15,11.6,55000,4583.33,3437.5,17.72,High Burden,0.1,4.58
ASU00000486,Emily,Williams,employee486@asu.edu,800.0,30000,7.05,10,349.1,2017-10-05,97,7989.24,1.9,42000,3500.0,2625.0,13.3,Moderate Burden,3.1,108.5
ASU00000487,Michael,Davis,employee487@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,14.4,420.0
ASU00000488,Lisa,Martinez,employee488@asu.edu,800.0,30000,6.54,10,341.25,2019-10-22,72,14029.5,4.0,35000,2916.67,2187.5,15.6,High Burden,2.5,72.92
ASU00000489,Robert,Brown,employee489@asu.edu,800.0,30000,6.08,15,254.46,2022-01-27,44,22722.44,11.3,59000,4916.67,3687.5,6.9,Manageable,12.1,594.92
ASU00000490,David,Jackson,employee490@asu.edu,800.0,30000,7.05,10,349.1,2021-04-23,54,17746.59,5.5,37000,3083.33,2312.5,15.1,High Burden,3.6,111.0
ASU00000491,Jessica,Jackson,employee491@asu.edu,800.0,30000,6.54,10,341.25,2017-07-27,99,8040.56,1.8,55000,4583.33,3437.5,9.93,Moderate Burden,4.6,210.83
ASU00000492,Christopher,Thomas,employee492@asu.edu,800.0,30000,7.05,15,270.49,2021-02-20,56,20154.16,10.3,36000,3000.0,2250.0,12.02,Moderate Burden,5.2,156.0
ASU00000493,John,Smith,employee493@asu.edu,1000.0,33200,5.28,10,356.7,2019-02-22,80,14651.6,3.3,37000,3083.33,2312.5,15.42,High Burden,3.8,117.17
ASU00000494,Jennifer,Brown,employee494@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,37000,3083.33,2312.5,0.0,No Debt,11.6,357.67
ASU00000495,David,Moore,employee495@asu.edu,1200.0,30000,6.54,15,261.99,2021-12-23,46,22166.5,11.2,44000,3666.67,2750.0,9.53,Moderate Burden,5.4,198.0
ASU00000496,Matthew,Miller,employee496@asu.edu,800.0,38600,5.5,10,418.91,2019-11-13,71,19267.3,4.1,43000,3583.33,2687.5,15.59,High Burden,4.7,168.42
ASU00000497,Michael,Anderson,employee497@asu.edu,2000.0,30000,6.08,10,334.27,2022-07-23,39,21526.26,6.8,35000,2916.67,2187.5,15.28,High Burden,1.6,46.67
ASU00000498,Lisa,Brown,employee498@asu.edu,800.0,77300,5.28,10,830.51,2019-08-01,75,36812.64,3.8,35000,2916.67,2187.5,37.97,High Burden,4.6,134.17
ASU00000499,John,Thomas,employee499@asu.edu,1000.0,30000,6.54,10,341.25,2020-11-27,59,16913.06,5.1,70000,5833.33,4375.0,7.8,Manageable,9.4,548.33
ASU00000500,Sarah,Garcia,employee500@asu.edu,800.0,78400,6.08,15,664.98,2017-06-19,101,34744.06,6.6,45000,3750.0,2812.5,23.64,High Burden,4.6,172.5
ASU00000501,Matthew,Rodriguez,employee501@asu.edu,800.0,58800,7.05,15,530.16,2021-02-26,56,39502.18,10.3,46000,3833.33,2875.0,18.44,High Burden,3.3,126.5
ASU00000502,Christopher,Smith,employee502@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,54000,4500.0,3375.0,0.0,No Debt,8.9,400.5
ASU00000503,David,Thomas,employee503@asu.edu,1000.0,102000,6.08,20,735.48,2021-08-22,50,78096.9,15.8,35000,2916.67,2187.5,33.62,High Burden,4.5,131.25
ASU00000504,Amanda,Jones,employee504@asu.edu,800.0,97200,5.5,20,668.63,2023-08-29,25,86334.76,17.9,77000,6416.67,4812.5,13.89,Moderate Burden,8.8,564.67
ASU00000505,Daniel,Anderson,employee505@asu.edu,800.0,67000,5.28,10,719.84,2016-06-06,113,14127.75,0.6,41000,3416.67,2562.5,28.09,High Burden,1.1,37.58
ASU00000506,John,Miller,employee506@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,50000,4166.67,3125.0,0.0,No Debt,14.9,620.83
ASU00000507,Amanda,Smith,employee507@asu.edu,1200.0,39800,6.08,10,443.46,2019-11-16,71,19334.32,4.1,35000,2916.67,2187.5,20.27,High Burden,1.5,43.75
ASU00000508,Michael,Moore,employee508@asu.edu,1000.0,65000,7.05,15,586.06,2023-02-21,31,53190.89,12.4,44000,3666.67,2750.0,21.31,High Burden,2.6,95.33
ASU00000509,Amanda,Brown,employee509@asu.edu,800.0,30000,4.99,15,237.08,2017-08-11,99,14743.9,6.8,38000,3166.67,2375.0,9.98,Moderate Burden,5.4,171.0
ASU00000510,Jane,Garcia,employee510@asu.edu,1000.0,48700,5.5,10,528.52,2017-02-06,105,12628.51,1.2,49000,4083.33,3062.5,17.26,High Burden,4.6,187.83
ASU00000511,Robert,Johnson,employee511@asu.edu,800.0,59700,6.08,10,665.19,2024-09-25,12,54511.52,9.0,71000,5916.67,4437.5,14.99,Moderate Burden,7.2,426.0
ASU00000512,Maria,Martinez,employee512@asu.edu,800.0,30000,6.08,15,254.46,2015-10-14,121,9986.72,4.9,86000,7166.67,5375.0,4.73,Manageable,6.6,473.0
ASU00000513,Matthew,Jones,employee513@asu.edu,1600.0,48900,5.28,10,525.38,2018-09-16,85,19872.75,2.9,37000,3083.33,2312.5,22.72,High Burden,4.6,141.83
ASU00000514,Emily,Anderson,employee514@asu.edu,800.0,56800,5.5,15,464.1,2016-10-03,109,23918.52,5.9,43000,3583.33,2687.5,17.27,High Burden,0.3,10.75
ASU00000515,Maria,Martinez,employee515@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,44000,3666.67,2750.0,0.0,No Debt,11.8,432.67
ASU00000516,Michael,Smith,employee516@asu.edu,800.0,62900,5.28,10,675.79,2021-02-27,56,38301.24,5.3,35000,2916.67,2187.5,30.89,High Burden,4.1,119.58
ASU00000517,Jessica,Garcia,employee517@asu.edu,1200.0,30000,6.08,15,254.46,2020-07-17,63,19579.86,9.8,68000,5666.67,4250.0,5.99,Manageable,7.5,425.0
ASU00000518,Jennifer,Garcia,employee518@asu.edu,1000.0,30000,5.28,15,241.64,2018-12-12,83,16963.52,8.1,35000,2916.67,2187.5,11.05,Moderate Burden,8.3,242.08
ASU00000519,Jessica,Thomas,employee519@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,40000,3333.33,2500.0,0.0,No Debt,14.6,486.67
ASU00000520,Jane,Jackson,employee520@asu.edu,1000.0,59000,6.54,15,515.25,2023-02-01,32,48282.8,12.3,35000,2916.67,2187.5,23.55,High Burden,2.5,72.92
ASU00000521,Amanda,Jackson,employee521@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.7,195.42
ASU00000522,Matthew,Brown,employee522@asu.edu,800.0,67100,7.05,15,604.99,2019-04-30,78,36427.01,8.5,40000,3333.33,2500.0,24.2,High Burden,2.9,96.67
ASU00000523,Emily,Thomas,employee523@asu.edu,1200.0,30000,5.28,10,322.32,2022-05-22,41,21410.17,6.6,51000,4250.0,3187.5,10.11,Moderate Burden,3.3,140.25
ASU00000524,Daniel,Davis,employee524@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,48000,4000.0,3000.0,0.0,No Debt,11.6,464.0
ASU00000525,Jane,Brown,employee525@asu.edu,800.0,30000,5.5,15,245.13,2022-07-18,39,23785.95,11.8,38000,3166.67,2375.0,10.32,Moderate Burden,8.4,266.0
ASU00000526,Matthew,Davis,employee526@asu.edu,800.0,63300,5.28,15,509.85,2019-10-11,72,39439.02,9.0,35000,2916.67,2187.5,23.31,High Burden,2.9,84.58
ASU00000527,James,Jackson,employee527@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,7.9,230.42
ASU00000528,Maria,Thomas,employee528@asu.edu,800.0,54300,7.05,10,631.87,2016-02-23,117,6246.29,0.2,102000,8500.0,6375.0,9.91,Moderate Burden,7.9,671.5
ASU00000529,Jane,Davis,employee529@asu.edu,800.0,30000,7.05,15,270.49,2016-03-23,116,9605.05,5.3,76000,6333.33,4750.0,5.69,Manageable,11.8,747.33
ASU00000530,Maria,Jones,employee530@asu.edu,800.0,30000,6.08,10,334.27,2022-09-01,37,21960.81,6.9,35000,2916.67,2187.5,15.28,High Burden,3.3,96.25
ASU00000531,John,Thomas,employee531@asu.edu,800.0,39700,5.5,10,430.85,2024-07-17,14,35779.26,8.8,45000,3750.0,2812.5,15.32,High Burden,5.0,187.5
ASU00000532,Jessica,Jackson,employee532@asu.edu,800.0,30000,5.28,10,322.32,2019-12-28,70,15334.44,4.2,35000,2916.67,2187.5,14.73,Moderate Burden,3.4,99.17
ASU00000533,John,Brown,employee533@asu.edu,800.0,50900,4.99,10,539.62,2018-08-03,87,20384.49,2.8,40000,3333.33,2500.0,21.58,High Burden,0.8,26.67
ASU00000534,Robert,Taylor,employee534@asu.edu,800.0,80600,6.08,15,683.64,2023-05-04,29,67713.39,12.6,35000,2916.67,2187.5,31.25,High Burden,4.8,140.0
ASU00000535,James,Thomas,employee535@asu.edu,800.0,30000,5.5,10,325.58,2016-04-11,115,5662.9,0.4,91000,7583.33,5687.5,5.72,Manageable,9.4,712.83
ASU00000536,Emily,Johnson,employee536@asu.edu,1000.0,63400,7.05,15,571.63,2021-02-17,56,42592.67,10.3,35000,2916.67,2187.5,26.13,High Burden,0.3,8.75
ASU00000537,Amanda,Anderson,employee537@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,9.6,280.0
ASU00000538,Daniel,Jackson,employee538@asu.edu,1200.0,64200,5.28,20,433.68,2022-01-17,45,51514.86,16.2,38000,3166.67,2375.0,18.26,High Burden,4.4,139.33
ASU00000539,Christopher,Williams,employee539@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,41000,3416.67,2562.5,0.0,No Debt,14.0,478.33
ASU00000540,Maria,Williams,employee540@asu.edu,800.0,62500,6.54,20,467.46,2017-11-20,95,33634.34,12.1,35000,2916.67,2187.5,21.37,High Burden,1.8,52.5
ASU00000541,Daniel,Brown,employee541@asu.edu,800.0,64800,5.5,15,529.47,2020-08-03,63,43118.2,9.8,39000,3250.0,2437.5,21.72,High Burden,4.1,133.25
ASU00000542,Maria,Brown,employee542@asu.edu,800.0,30000,4.99,10,318.05,2020-09-28,61,17389.32,4.9,67000,5583.33,4187.5,7.6,Manageable,12.3,686.75
ASU00000543,Michael,Martinez,employee543@asu.edu,800.0,30000,6.08,15,254.46,2017-06-10,101,13294.7,6.6,62000,5166.67,3875.0,6.57,Manageable,10.5,542.5
ASU00000544,Jane,Anderson,employee544@asu.edu,1200.0,82800,4.99,15,654.35,2020-08-15,62,56429.69,9.8,74000,6166.67,4625.0,14.15,Moderate Burden,5.2,320.67
ASU00000545,Robert,Anderson,employee545@asu.edu,800.0,30000,7.05,10,349.1,2022-08-18,38,21377.23,6.8,35000,2916.67,2187.5,15.96,High Burden,1.3,37.92
ASU00000546,Jessica,Jones,employee546@asu.edu,1000.0,31700,6.54,10,360.59,2020-10-16,60,17636.99,5.0,36000,3000.0,2250.0,16.03,High Burden,3.7,111.0
ASU00000547,Christopher,Brown,employee547@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,40000,3333.33,2500.0,0.0,No Debt,8.8,293.33
ASU00000548,Lisa,Anderson,employee548@asu.edu,800.0,30000,5.28,10,322.32,2023-03-28,30,23714.76,7.5,65000,5416.67,4062.5,7.93,Manageable,8.8,476.67
ASU00000549,Maria,Moore,employee549@asu.edu,800.0,50700,4.99,15,400.67,2016-07-13,112,21531.22,5.7,35000,2916.67,2187.5,18.32,High Burden,1.8,52.5
ASU00000550,Daniel,Martinez,employee550@asu.edu,800.0,72400,6.54,10,823.56,2018-11-29,83,27968.94,3.1,120000,10000.0,7500.0,10.98,Moderate Burden,7.5,750.0
ASU00000551,Robert,Davis,employee551@asu.edu,800.0,66000,6.08,20,475.9,2019-03-10,80,41253.2,13.3,35000,2916.67,2187.5,21.76,High Burden,3.6,105.0
ASU00000552,Sarah,Garcia,employee552@asu.edu,1200.0,30000,5.5,10,325.58,2016-03-18,116,5451.27,0.3,35000,2916.67,2187.5,14.88,Moderate Burden,5.1,148.75
ASU00000553,Christopher,Garcia,employee553@asu.edu,1000.0,30000,5.28,15,241.64,2019-12-19,70,19005.38,9.2,72000,6000.0,4500.0,5.37,Manageable,9.0,540.0
ASU00000554,Sarah,Davis,employee554@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,39000,3250.0,2437.5,0.0,No Debt,9.8,318.5
ASU00000555,John,Miller,employee555@asu.edu,800.0,42400,6.08,10,472.43,2022-05-31,40,30116.82,6.7,45000,3750.0,2812.5,16.8,High Burden,3.2,120.0
ASU00000556,Jessica,Jackson,employee556@asu.edu,800.0,30000,5.28,10,322.32,2020-05-08,65,16381.98,4.6,37000,3083.33,2312.5,13.94,Moderate Burden,8.6,265.17
ASU00000557,Amanda,Martinez,employee557@asu.edu,800.0,60400,7.05,10,702.85,2015-10-19,120,5577.7,0.0,36000,3000.0,2250.0,31.24,High Burden,1.5,45.0
ASU00000558,Jennifer,Moore,employee558@asu.edu,800.0,66100,6.54,15,577.26,2023-03-31,30,54843.43,12.5,35000,2916.67,2187.5,26.39,High Burden,4.6,134.17
ASU00000559,Amanda,Anderson,employee559@asu.edu,800.0,61000,7.05,10,709.83,2024-05-04,17,53156.38,8.6,49000,4083.33,3062.5,23.18,High Burden,1.0,40.83
ASU00000560,Jennifer,Taylor,employee560@asu.edu,800.0,30000,6.54,10,341.25,2019-02-26,80,12255.0,3.3,42000,3500.0,2625.0,13.0,Moderate Burden,4.0,140.0
ASU00000561,Lisa,Martinez,employee561@asu.edu,800.0,46000,6.08,10,512.54,2020-12-26,58,26677.24,5.2,80000,6666.67,5000.0,10.25,Moderate Burden,8.9,593.33
ASU00000562,Michael,Thomas,employee562@asu.edu,1000.0,60600,7.05,10,705.18,2022-07-05,39,42723.69,6.8,120000,10000.0,7500.0,9.4,Moderate Burden,8.1,810.0
ASU00000563,Daniel,Davis,employee563@asu.edu,800.0,38900,6.54,10,442.49,2020-05-28,65,20204.8,4.6,81000,6750.0,5062.5,8.74,Moderate Burden,7.7,519.75
ASU00000564,Matthew,Moore,employee564@asu.edu,1000.0,51900,5.5,15,424.07,2016-12-18,107,22405.93,6.1,35000,2916.67,2187.5,19.39,High Burden,0.4,11.67
ASU00000565,Lisa,Johnson,employee565@asu.edu,800.0,64600,6.08,20,465.8,2016-06-20,113,30386.99,10.6,35000,2916.67,2187.5,21.29,High Burden,4.0,116.67
ASU00000566,Jane,Rodriguez,employee566@asu.edu,800.0,30000,6.54,15,261.99,2021-10-21,48,21825.91,11.0,35000,2916.67,2187.5,11.98,Moderate Burden,8.4,245.0
ASU00000567,Jane,Smith,employee567@asu.edu,800.0,66300,4.99,20,437.18,2021-06-21,52,51523.32,15.7,35000,2916.67,2187.5,19.99,High Burden,4.0,116.67
ASU00000568,Amanda,Jackson,employee568@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,14.0,408.33
ASU00000569,Daniel,Davis,employee569@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,120000,10000.0,7500.0,0.0,No Debt,6.1,610.0
ASU00000570,Matthew,Taylor,employee570@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,36000,3000.0,2250.0,0.0,No Debt,11.8,354.0
ASU00000571,Emily,Anderson,employee571@asu.edu,800.0,34000,5.28,10,365.29,2023-06-02,28,27351.72,7.7,50000,4166.67,3125.0,11.69,Moderate Burden,7.9,329.17
ASU00000572,Michael,Taylor,employee572@asu.edu,800.0,30000,5.28,10,322.32,2022-12-08,34,22876.73,7.2,35000,2916.67,2187.5,14.73,Moderate Burden,7.4,215.83
ASU00000573,Robert,Taylor,employee573@asu.edu,800.0,94500,6.54,10,1074.95,2016-04-05,115,14147.49,0.4,35000,2916.67,2187.5,49.14,High Burden,4.1,119.58
ASU00000574,Maria,Brown,employee574@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,50000,4166.67,3125.0,0.0,No Debt,12.3,512.5
ASU00000575,Matthew,Brown,employee575@asu.edu,1200.0,30000,6.54,15,261.99,2024-07-24,14,27615.89,13.8,35000,2916.67,2187.5,11.98,Moderate Burden,3.5,102.08
ASU00000576,Jennifer,Jones,employee576@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,88000,7333.33,5500.0,0.0,No Debt,6.4,469.33
ASU00000577,Christopher,Davis,employee577@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.9,201.25
ASU00000578,Emily,Jones,employee578@asu.edu,1000.0,30000,7.05,15,270.49,2016-07-29,111,10484.15,5.8,44000,3666.67,2750.0,9.84,Moderate Burden,7.8,286.0
ASU00000579,Maria,Davis,employee579@asu.edu,1000.0,40000,7.05,10,465.47,2023-10-02,24,32738.67,8.0,40000,3333.33,2500.0,18.62,High Burden,1.7,56.67
ASU00000580,Maria,Jackson,employee580@asu.edu,800.0,74400,4.99,10,788.76,2023-02-28,31,58506.49,7.4,51000,4250.0,3187.5,24.75,High Burden,0.2,8.5
ASU00000581,Emily,Martinez,employee581@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,12.2,355.83
ASU00000582,John,Smith,employee582@asu.edu,800.0,30000,5.28,10,322.32,2023-11-13,23,25181.32,8.1,101000,8416.67,6312.5,5.11,Manageable,13.5,1136.25
ASU00000583,Sarah,Taylor,employee583@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,39000,3250.0,2437.5,0.0,No Debt,9.7,315.25
ASU00000584,Maria,Jackson,employee584@asu.edu,800.0,61500,5.5,10,667.44,2023-02-25,31,48051.08,7.4,36000,3000.0,2250.0,29.66,High Burden,3.9,117.0
ASU00000585,Emily,Martinez,employee585@asu.edu,800.0,74400,5.5,15,607.91,2019-11-12,71,46344.95,9.1,70000,5833.33,4375.0,13.9,Moderate Burden,8.2,478.33
ASU00000586,Matthew,Rodriguez,employee586@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,14.8,431.67
ASU00000587,Emily,Garcia,employee587@asu.edu,800.0,30000,5.5,10,325.58,2022-08-22,38,21958.17,6.8,45000,3750.0,2812.5,11.58,Moderate Burden,9.0,337.5
ASU00000588,James,Williams,employee588@asu.edu,1000.0,30000,5.5,15,245.13,2019-03-25,79,17412.57,8.4,35000,2916.67,2187.5,11.21,Moderate Burden,6.6,192.5
ASU00000589,Lisa,Thomas,employee589@asu.edu,800.0,53300,5.28,10,572.65,2018-04-30,90,19799.97,2.5,43000,3583.33,2687.5,21.31,High Burden,2.3,82.42
ASU00000590,David,Moore,employee590@asu.edu,800.0,47500,6.54,15,414.82,2023-03-08,31,39141.38,12.4,35000,2916.67,2187.5,18.96,High Burden,4.1,119.58
ASU00000591,John,Davis,employee591@asu.edu,800.0,32900,6.08,15,279.05,2024-02-29,19,29453.73,13.4,43000,3583.33,2687.5,10.38,Moderate Burden,6.5,232.92
ASU00000592,Jessica,Rodriguez,employee592@asu.edu,1000.0,30000,5.5,15,245.13,2016-06-24,113,11995.2,5.6,120000,10000.0,7500.0,3.27,Manageable,11.9,1190.0
ASU00000593,David,Garcia,employee593@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,66000,5500.0,4125.0,0.0,No Debt,7.1,390.5
ASU00000594,Lisa,Anderson,employee594@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.1,177.92
ASU00000595,Lisa,Miller,employee595@asu.edu,1000.0,67600,5.5,15,552.35,2021-07-07,51,49289.6,10.8,66000,5500.0,4125.0,13.39,Moderate Burden,7.2,396.0
ASU00000596,Lisa,Smith,employee596@asu.edu,800.0,71300,5.28,15,574.29,2020-08-25,62,48156.11,9.8,35000,2916.67,2187.5,26.25,High Burden,2.7,78.75
ASU00000597,David,Moore,employee597@asu.edu,800.0,61000,5.28,15,491.33,2018-02-18,92,31618.47,7.3,50000,4166.67,3125.0,15.72,High Burden,1.0,41.67
ASU00000598,Daniel,Jones,employee598@asu.edu,2000.0,30000,6.08,10,334.27,2020-02-03,69,15007.99,4.2,48000,4000.0,3000.0,11.14,Moderate Burden,9.8,392.0
ASU00000599,Sarah,Jones,employee599@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,10.9,317.92
ASU00000600,Emily,Martinez,employee600@asu.edu,1000.0,51700,5.5,10,561.08,2019-12-27,70,26170.86,4.2,51000,4250.0,3187.5,17.6,High Burden,2.4,102.0
ASU00000601,Christopher,Moore,employee601@asu.edu,1000.0,37900,7.05,15,341.72,2024-04-02,18,33901.88,13.5,63000,5250.0,3937.5,8.68,Moderate Burden,3.1,162.75
ASU00000602,Amanda,Brown,employee602@asu.edu,800.0,37700,5.5,15,308.04,2021-06-10,52,27288.25,10.7,57000,4750.0,3562.5,8.65,Moderate Burden,3.9,185.25
ASU00000603,Sarah,Garcia,employee603@asu.edu,1600.0,65300,6.54,20,488.4,2021-09-23,49,49744.46,15.9,35000,2916.67,2187.5,22.33,High Burden,3.3,96.25
ASU00000604,Jennifer,Miller,employee604@asu.edu,1000.0,30000,5.5,15,245.13,2017-11-11,96,14703.89,7.0,48000,4000.0,3000.0,8.17,Moderate Burden,9.8,392.0
